rowkey,cust_ind,ecif_cust_id,cust_nm,unify_credit_code,found_dt,survival_status,opscope,cert_capt_amt,cert_capt_ccy,org_capt_amt,org_capt_ccy,hold_type,corp_econ_type,four_commis_corp_scale,cert_province,cert_city,cert_district,busin_addr,mec_num,industry_cd,industry_big_cd,industry_mid_cd,industry_sml_cd,oprt_cust_ind,scient_corp_ind,soe_ind,poe_ind,cb_poe_ind,icpe_ind,gov_com_fin_ind,gov_com_chs_ind,gov_com_other_ind,ngo_ind,re_comp_ind,fl_ind,mainten_fund_ind,legal_rep_nm,legal_rep_cust_id,act_ctrl_psn_nm,act_ctrl_psn_cust_id,vol_manager_id,vol_manager_org_id,manu_manager_id,manu_manager_org_id,pyrl_sign_ind,rplymt_tax_sign_ind,itnst_sign_ind,corp_ebnkg_sign_ind,mb_sign_ind,snd_bl_sign_ind,snd_bl_cust_sign_ind,pyrl_sign_dt,corp_ebnkg_sign_dt,mb_sign_dt,snd_bl_sign_dt,agt_cnt_12m,agt_amt_12m,agt_num_12m,agt_vld_ind_12m,corp_ebnkg_trans_y_ind,corp_mb_trans_y_ind,pyst_cust_y_ind,swap_corp_cust_ind,cash_cst_ind,sk_cust_ind,forex_cust_y_ind,open_acct_dt,lvl1_cust_ind,bsc_dep_acct_ind,manu_settle_amt,manu_settle_amt_avg_cnt,zero_dep_cust_ind,genal_cust_ind,ptntl_cst_ind,val_cust_ind,mediun_cust_ind,key_cust_ind,exchg_c_bal,exchg_c_bal_yavg,c_exchg_cny_12m_yaug,exchg_cny_dmd_12m_yaug,crg_cst_ind,project_loan_cust_ind,green_loan_cust_ind,ph_loan_cust_ind,manufacture_indu_loan_cust_ind,bill_fin_cust_ind,supply_core_cust_ind,supply_chain_cust_ind,our_bank_credit_lmt,our_bank_credit_bal,our_bank_usd_lmt,our_bank_avl_lmt,exchg_c_loan_bal,exchg_c_loan_yavg,cny_c_loan_bal,amt_mid_i,eva,corp_report_dt,report_crdt_amt,report_crdt_bal,report_crdt_our_bank_amt,report_crdt_our_bank_bal,abnormity_cust_ind,risk_cust_ind,aml_high_lvl_cust_ind,wire_fraud_risk_ind,veason_cust_ind,sleep_cust_ind,loan_overdue_cust_ind,badloan_cust_ind,hhnw_tech_entp_ind,spldnctgdtin_sme_ind,spldnctgdtin_shpe_ind,st_tp_sme_ind,invt_tp_sme_ind,ctytechinvtdmtentp_ind,mecidyidvchpnentp_ind,latest_fnc_round,latest_round_fnc_amt,latest_round_fnc_cny,latest_round_fnc_inv,ipo_ind,starr_market_ind,chinext_ind,neeq_ind,debt_issu_corp_ind,ues_rplymt_tax_y_ind,SH_SCI_RNG,SCIENT_REVOKE_12M_IND,SCIENT_COUNTERFEIT_3Y_IND,SCIENT_DECLINE_LVL_3Y_IND,NO_SCI_TECH_ACHI_2Y_IND,SCI_TECH_RANK_TAIL_2Y_IND,RESE_DEV_PAT_LOW_2Y_IND,HIGH_VAL_PAT_RET_0_2Y_IND,PAT_LAW_BINVA_3Y_IND,CST_MGRP_ID,CST_MGRP_NM,SETL_ACTV_ACCT_IND,MRAQ_LOAN_CUST_IND,MANU_SETTLE_AMT_MON_NUM,PYRL_MON_NUM_12M,PYRL_AMT_M,CFM_CRG_PCT,NUM_PYRL_AMT_12M_AVG,LATEST_PYRL_DT,UNION_MEC_NUM,UES_RPLYMT_TAX_M_IND,CORP_EBNKG_M_IND,CORP_MB_M_IND,CUST_STATUS,IDYCMRC_CAN_IND,dt
MOCK_TAG_0088,MOCK_CUST_0088,MOCK_ECIF_0088,上海璟宁信息科技有限公司,913101147000008888,20191120,存续,软件开发、信息系统集成及技术咨询,41300000.00000000,CNY,26019000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310114,上海市嘉定区嘉罗公路168号1幢109室,399,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,王昕博,MOCK_PERSON_0088,郑昕博,MOCK_PERSON_0087,MOCK_ORG_SH_JD_01,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_01,MOCK_ORG_SH_JD,0,0,0,1,1,0,,,20240728,20240730,,0,0.00000000,0,0,1,1,0,0,0,0,0,20240720,1,1,2199674.00000000,3,0,1,0,0,1,0,8260000.46000000,24085943.42000000,17157110.38000000,17157110.38000000,1,0,0,0,0,0,0,0,61991300.00000000,18969337.80000000,18969337.80000000,43021962.20000000,18969337.80000000,24127133.17000000,18969337.80000000,0.00000000,0.00000000,20260917,76446300.00000000,25763187.80000000,61991300.00000000,18969337.80000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,20–39,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.81091302,0.00000000,,399,0,1,1,正常,0,20260917
MOCK_TAG_0089,MOCK_CUST_0089,MOCK_ECIF_0089,上海璟知食品有限公司,913101147000008963,20130726,存续,食品加工、预包装食品销售,13500000.00000000,CNY,11610000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310114,上海市嘉定区嘉罗公路169号2幢110室,464,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,陈昕博,MOCK_PERSON_0089,陈昕博,MOCK_PERSON_0089,MOCK_ORG_SH_JD_02,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_02,MOCK_ORG_SH_JD,1,1,0,0,1,0,20251129,20240525,,20240524,,4590,32460485.01000000,459,1,0,1,0,0,0,0,0,20240512,1,1,1591566.00000000,4,0,1,0,0,1,0,540000.83000000,540000.83000000,540000.83000000,540000.83000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,2565000.00000000,1539000.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MOCK_GROUP_12,产业集团12,1,0,12,10,2774655.62000000,0.00000000,7072.00109150,20260915,464,0,0,1,正常,0,20260917
MOCK_TAG_0090,MOCK_CUST_0090,MOCK_ECIF_0090,宁波璟禾食品有限公司,913302127000009099,20070731,存续,食品加工、预包装食品销售,28600000.00000000,CNY,21450000.00000000,CNY,私人控股,私营有限责任公司,中型,330000,330200,330212,宁波市鄞州区首南东路170号3幢111室,470,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,杨昕博,MOCK_PERSON_0090,黄昕博,MOCK_PERSON_0091,MOCK_ORG_ZJ_NB_03,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_03,MOCK_ORG_ZJ_NB,1,1,0,1,0,0,20260130,20241008,20241005,,,3040,19537704.85000000,380,1,1,0,0,0,0,0,0,20240930,1,1,2561500.00000000,4,0,1,0,0,1,0,2574000.51000000,11372001.30000000,8100603.67000000,8100603.67000000,1,0,0,0,0,0,0,0,35006400.00000000,13827528.00000000,13827528.00000000,21178872.00000000,13827528.00000000,11415284.10000000,13827528.00000000,0.00000000,0.00000000,20260917,44444400.00000000,17791488.00000000,35006400.00000000,13827528.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,8,2395900.76000000,0.78764479,6426.87659539,20260910,470,0,1,0,正常,0,20260917
MOCK_TAG_0091,MOCK_CUST_0091,MOCK_ECIF_0091,宁波璟润精密制造有限公司,913302127000009174,20121112,存续,工业零部件、自动化设备的研发与制造,3000000.00000000,CNY,2550000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330200,330212,宁波市鄞州区首南东路171号4幢112室,13,C,34,348,3484,1,0,0,1,0,0,0,0,0,0,0,0,0,黄昕博,MOCK_PERSON_0091,杨昕博,MOCK_PERSON_0090,MOCK_ORG_ZJ_NB_04,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_04,MOCK_ORG_ZJ_NB,1,0,0,1,1,0,20260117,,20231109,20231111,,96,877713.77000000,12,1,1,1,0,1,0,0,0,20231106,1,1,2455254.00000000,4,0,1,0,0,0,0,390000.11000000,390000.11000000,390000.11000000,390000.11000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,570000.00000000,290700.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,8,0.00000000,0.00000000,9142.85177083,20260825,13,0,1,1,正常,0,20260917
MOCK_TAG_0092,MOCK_CUST_0092,MOCK_ECIF_0092,上海璟森精密制造有限公司,91310114700000925E,20220208,存续,工业零部件、自动化设备的研发与制造,46200000.00000000,CNY,14322000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310114,上海市嘉定区嘉罗公路172号5幢113室,123,C,34,348,3484,1,0,0,1,0,0,0,0,0,0,0,0,0,徐昕博,MOCK_PERSON_0092,何思博,MOCK_PERSON_0048,MOCK_ORG_SH_JD_05,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_05,MOCK_ORG_SH_JD,0,1,0,1,0,1,,20250508,20250505,,20250509,0,0.00000000,0,0,1,0,0,0,0,0,0,20250502,1,1,2286114.00000000,4,0,1,0,0,1,0,7207201.99000000,10370197.83000000,7386990.24000000,7070488.51000000,1,0,0,0,1,0,0,0,45830400.00000000,9166080.00000000,9166080.00000000,36664320.00000000,9166080.00000000,9952247.63000000,9166080.00000000,0.00000000,0.00000000,20260917,68006400.00000000,22028160.00000000,45830400.00000000,9166080.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MOCK_GROUP_23,产业集团23,1,0,12,0,0.00000000,0.67391304,0.00000000,,123,0,1,0,正常,0,20260917
MOCK_TAG_0093,MOCK_CUST_0093,MOCK_ECIF_0093,苏州璟远医疗科技有限公司,91320571700000933K,20201202,存续,医疗器械研发、技术咨询及销售,13500000.00000000,CNY,9180000.00000000,CNY,私人控股,私营有限责任公司,中型,320000,320500,320571,苏州市工业园区星湖街173号6幢114室,276,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,朱昕博,MOCK_PERSON_0093,朱昕博,MOCK_PERSON_0093,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,1,0,0,1,0,0,20260510,,20221220,,,748,8145722.50000000,187,1,1,0,0,0,0,0,0,20221214,1,1,2100550.00000000,3,0,1,0,0,1,0,2025002.79000000,816906.89000000,776084.63000000,675000.93000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,3105000.00000000,1366200.00000000,0.00000000,0.00000000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,20–39,0,0,0,0,0,0,0,0,MOCK_GROUP_60,产业集团60,1,0,12,4,0.00000000,0.00000000,10890.00334225,20260825,276,0,1,0,正常,0,20260917
MOCK_TAG_0094,MOCK_CUST_0094,MOCK_ECIF_0094,苏州璟衡医疗科技有限公司,91320571700000941E,20090112,存续,医疗器械研发、技术咨询及销售,9100000.00000000,CNY,7826000.00000000,CNY,私人控股,私营有限责任公司,中型,320000,320500,320571,苏州市工业园区星湖街174号7幢115室,93,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,胡昕博,MOCK_PERSON_0094,林昕博,MOCK_PERSON_0095,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,0,1,0,1,0,0,,20250329,20250326,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20250316,1,1,2432634.00000000,5,0,1,0,0,1,0,5187000.20000000,4772959.88000000,4540353.32000000,4540353.32000000,1,0,0,0,0,0,0,0,2429700.00000000,1222625.04000000,1222625.04000000,1207074.96000000,1222625.04000000,808584.72000000,1222625.04000000,0.00000000,0.00000000,20260917,9709700.00000000,5736225.04000000,2429700.00000000,1222625.04000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,40–59,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.25023430,0.00000000,,93,0,1,0,正常,0,20260917
MOCK_TAG_0095,MOCK_CUST_0095,MOCK_ECIF_0095,上海璟昕商贸有限公司,9131011570000095XA,20181018,存续,日用百货、五金及电子产品批发,1800000.00000000,CNY,756000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路175号8幢116室,63,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,林昕博,MOCK_PERSON_0095,胡昕博,MOCK_PERSON_0094,MOCK_ORG_SH_PD_08,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_08,MOCK_ORG_SH_PD,0,0,0,1,1,0,,,20230618,20230620,,0,0.00000000,0,0,1,1,0,0,0,0,0,20230613,1,1,1798220.00000000,3,0,1,0,0,0,0,2751840.13000000,1101210.97000000,1038150.29000000,882000.04000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,1098000.00000000,559980.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1332000.00000000,CNY,嘉禾产业投资12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,63,0,1,1,正常,0,20260917
MOCK_TAG_0096,MOCK_CUST_0096,MOCK_ECIF_0096,杭州璟途供应链有限公司,91330108700000968E,20110326,存续,仓储服务、国内货物运输代理,3700000.00000000,CNY,3441000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330100,330108,杭州市滨江区江陵路176号1幢117室,32,G,58,582,5821,1,0,0,1,0,0,0,0,0,0,0,0,0,何昕博,MOCK_PERSON_0096,赵瑞博,MOCK_PERSON_0097,MOCK_ORG_ZJ_HZ_01,MOCK_ORG_ZJ_HZ,MOCK_ORG_ZJ_HZ_01,MOCK_ORG_ZJ_HZ,1,0,0,1,1,0,20260211,,20230317,20230319,,182,1345762.52000000,26,1,1,1,0,0,0,0,0,20230312,1,1,2348328.00000000,4,0,1,0,0,0,0,1073000.39000000,1199692.03000000,1109839.98000000,1109839.98000000,1,0,0,0,0,0,0,0,1657600.00000000,318259.20000000,318259.20000000,1339340.80000000,318259.20000000,444950.84000000,318259.20000000,0.00000000,0.00000000,20260917,2360600.00000000,782239.20000000,1657600.00000000,318259.20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,7,0.00000000,0.70219436,7394.29956044,20260820,32,0,1,1,正常,0,20260917
MOCK_TAG_0097,MOCK_CUST_0097,MOCK_ECIF_0097,宁波珩川供应链有限公司,913302127000009767,20200705,存续,仓储服务、国内货物运输代理,23300000.00000000,CNY,12582000.00000000,CNY,私人控股,私营有限责任公司,中型,330000,330200,330212,宁波市鄞州区首南东路177号2幢118室,258,G,58,582,5821,1,0,0,1,0,0,0,0,0,0,0,0,0,赵瑞博,MOCK_PERSON_0097,何昕博,MOCK_PERSON_0096,MOCK_ORG_ZJ_NB_02,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_02,MOCK_ORG_ZJ_NB,0,1,0,1,1,0,,20260715,20260712,20260714,,0,0.00000000,0,0,1,1,0,0,0,0,0,20260706,1,1,767432.00000000,1,0,1,0,0,1,0,2563000.55000000,729469.39000000,519622.03000000,519622.03000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,2563000.00000000,1845360.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,15844000.00000000,CNY,嘉禾产业投资02,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,3,0,0.00000000,0.00000000,0.00000000,,258,0,1,1,正常,0,20260917
MOCK_TAG_0098,MOCK_CUST_0098,MOCK_ECIF_0098,上海珩原信息科技有限公司,91310114700000984H,20200818,存续,软件开发、信息系统集成及技术咨询,3700000.00000000,CNY,1110000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310114,上海市嘉定区嘉罗公路178号3幢119室,52,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,钱瑞博,MOCK_PERSON_0098,孙瑞博,MOCK_PERSON_0099,MOCK_ORG_SH_JD_03,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_03,MOCK_ORG_SH_JD,1,1,0,1,0,0,20260502,20250102,20241230,,,200,2480002.56000000,40,1,1,0,0,0,0,0,0,20241222,1,1,2111730.00000000,5,0,1,0,0,0,0,999000.16000000,999000.16000000,999000.16000000,999000.16000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,999000.00000000,689310.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,60–79,0,0,0,0,0,0,0,0,,,1,0,12,5,475000.77000000,0.00000000,12400.01280000,20260915,52,0,1,0,正常,0,20260917
MOCK_TAG_0099,MOCK_CUST_0099,MOCK_ECIF_0099,杭州珩辰商贸有限公司,91330108700000992Y,20071224,存续,日用百货、五金及电子产品批发,39700000.00000000,CNY,23820000.00000000,CNY,私人控股,私营有限责任公司,中型,330000,330100,330108,杭州市滨江区江陵路179号4幢120室,203,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,孙瑞博,MOCK_PERSON_0099,钱瑞博,MOCK_PERSON_0098,MOCK_ORG_ZJ_HZ_04,MOCK_ORG_ZJ_HZ,MOCK_ORG_ZJ_HZ_04,MOCK_ORG_ZJ_HZ,0,0,0,1,0,0,,,20231126,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20231118,1,1,1591416.00000000,3,0,1,0,0,1,0,15006601.42000000,9285220.11000000,8898239.20000000,7940000.75000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,4764000.00000000,1191000.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,203,0,1,0,正常,0,20260917
MOCK_TAG_0100,MOCK_CUST_0100,MOCK_ECIF_0100,上海珩宁医疗科技有限公司,91310114700001004D,20100911,存续,医疗器械研发、技术咨询及销售,34000000.00000000,CNY,23460000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310114,上海市嘉定区嘉罗公路180号5幢101室,97,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,李瑞博,MOCK_PERSON_0100,吴远博,MOCK_PERSON_0022,MOCK_ORG_SH_JD_05,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_05,MOCK_ORG_SH_JD,0,0,0,1,1,0,,,20250320,20250322,,0,0.00000000,0,0,1,1,0,0,0,0,0,20250314,1,1,2411516.00000000,4,0,1,0,0,1,0,38080000.24000000,22701538.61000000,22430685.08000000,21760000.14000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,14960000.00000000,5684800.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,20–39,0,0,0,0,0,0,0,0,MOCK_GROUP_19,产业集团19,1,0,12,0,0.00000000,0.00000000,0.00000000,,97,0,1,1,正常,0,20260917
MOCK_TAG_0101,MOCK_CUST_0101,MOCK_ECIF_0101,宁波珩知食品有限公司,91330212700001012Q,20100609,存续,食品加工、预包装食品销售,3400000.00000000,CNY,2822000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330200,330212,宁波市鄞州区首南东路181号6幢102室,47,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,周瑞博,MOCK_PERSON_0101,吴瑞博,MOCK_PERSON_0102,MOCK_ORG_ZJ_NB_06,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_06,MOCK_ORG_ZJ_NB,1,1,0,1,1,0,20260123,20250630,20250627,20250629,,344,2317058.02000000,43,1,1,1,0,1,0,0,0,20250621,1,1,1896530.00000000,4,0,1,0,0,0,0,952000.85000000,2947295.42000000,2099443.31000000,2099443.31000000,1,0,0,0,0,0,0,0,5222400.00000000,2012712.96000000,2012712.96000000,3209687.04000000,2012712.96000000,2951375.08000000,2012712.96000000,0.00000000,0.00000000,20260917,5970400.00000000,2379232.96000000,5222400.00000000,2012712.96000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,8,301860.02000000,0.87471526,6735.63377907,20260910,47,0,1,1,正常,0,20260917
MOCK_TAG_0102,MOCK_CUST_0102,MOCK_ECIF_0102,苏州珩禾精密制造有限公司,91320571700001020D,20180811,存续,工业零部件、自动化设备的研发与制造,16000000.00000000,CNY,13440000.00000000,CNY,私人控股,私营有限责任公司,中型,320000,320500,320571,苏州市工业园区星湖街182号7幢103室,346,C,34,348,3484,1,0,0,1,0,0,0,0,0,0,0,0,0,吴瑞博,MOCK_PERSON_0102,周瑞博,MOCK_PERSON_0101,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,1,0,0,1,1,0,20260603,,20250526,20250528,,996,9524251.15000000,249,1,1,1,0,0,0,0,0,20250519,1,1,2383252.00000000,4,0,1,0,0,1,0,6816000.85000000,5637763.37000000,4623812.15000000,4535439.54000000,1,0,0,0,1,0,0,0,9792000.00000000,2686924.80000000,2686924.80000000,7105075.20000000,2686924.80000000,3400626.02000000,2686924.80000000,0.00000000,0.00000000,20260917,18912000.00000000,9435724.80000000,9792000.00000000,2686924.80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,4,2349315.01000000,0.51776650,9562.50115462,20260910,346,0,1,1,正常,0,20260917
MOCK_TAG_0103,MOCK_CUST_0103,MOCK_ECIF_0103,上海珩润商贸有限公司,913101127000010393,20201008,存续,日用百货、五金及电子产品批发,500000.00000000,CNY,295000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310112,上海市闵行区联航路183号8幢104室,37,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,郑瑞博,MOCK_PERSON_0103,王瑞博,MOCK_PERSON_0104,MOCK_ORG_SH_MH_08,MOCK_ORG_SH_MH,MOCK_ORG_SH_MH_08,MOCK_ORG_SH_MH,0,1,0,0,1,1,,20250628,,20250627,20250629,0,0.00000000,0,0,0,1,0,0,0,0,0,20250617,1,1,2004964.00000000,4,0,1,0,0,0,0,135000.35000000,129297.74000000,101961.44000000,101961.44000000,1,0,0,0,0,0,0,0,166000.00000000,100728.80000000,100728.80000000,65271.20000000,100728.80000000,95026.19000000,100728.80000000,0.00000000,0.00000000,20260917,556000.00000000,295728.80000000,166000.00000000,100728.80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,340000.00000000,CNY,嘉禾产业投资08,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.29856115,0.00000000,,37,0,0,1,正常,0,20260917
MOCK_TAG_0104,MOCK_CUST_0104,MOCK_ECIF_0104,上海珩森商贸有限公司,913101157000010479,20171112,存续,日用百货、五金及电子产品批发,2600000.00000000,CNY,910000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路184号1幢105室,65,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,王瑞博,MOCK_PERSON_0104,郑瑞博,MOCK_PERSON_0103,MOCK_ORG_SH_PD_01,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_01,MOCK_ORG_SH_PD,1,1,0,1,0,0,20260116,20230301,20230226,,,456,3565354.18000000,57,1,1,0,0,0,0,0,0,20230222,1,1,3008818.00000000,5,0,1,0,0,0,0,909481.21000000,623920.83000000,608984.92000000,572000.76000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,416000.00000000,287040.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,8,0.00000000,0.00000000,7818.75916667,20260825,65,0,1,0,正常,0,20260917
MOCK_TAG_0105,MOCK_CUST_0105,MOCK_ECIF_0105,上海珩远医疗科技有限公司,91310114700001055M,20150209,存续,医疗器械研发、技术咨询及销售,4000000.00000000,CNY,1200000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310114,上海市嘉定区嘉罗公路185号2幢106室,31,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,陈瑞博,MOCK_PERSON_0105,陈瑞博,MOCK_PERSON_0105,MOCK_ORG_SH_JD_02,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_02,MOCK_ORG_SH_JD,0,1,0,1,0,0,,20240519,20240516,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20240511,1,1,1259060.00000000,3,0,1,0,0,0,0,954000.65000000,1344524.66000000,957743.59000000,910746.30000000,1,0,0,0,0,0,0,0,2240000.00000000,1135680.00000000,1135680.00000000,1104320.00000000,1135680.00000000,1280608.00000000,1135680.00000000,0.00000000,0.00000000,20260917,4800000.00000000,2415680.00000000,2240000.00000000,1135680.00000000,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,A,3000000.00000000,CNY,嘉禾产业投资10,0,0,0,0,0,0,40–59,0,0,0,0,0,0,0,0,MOCK_GROUP_43,产业集团43,1,0,12,0,0.00000000,0.46666667,0.00000000,,31,0,1,0,正常,0,20260917
MOCK_TAG_0106,MOCK_CUST_0106,MOCK_ECIF_0106,上海珩衡食品有限公司,91310115700001063Y,20080114,存续,食品加工、预包装食品销售,45200000.00000000,CNY,40680000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310115,上海市浦东新区金海路186号3幢107室,480,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,杨瑞博,MOCK_PERSON_0106,徐瑞博,MOCK_PERSON_0108,MOCK_ORG_SH_PD_03,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_03,MOCK_ORG_SH_PD,1,1,0,0,0,0,20260309,20230508,,,,2880,19624803.63000000,480,1,0,0,0,0,0,0,0,20230504,1,1,2019338.00000000,3,0,1,0,0,1,0,19436000.96000000,19436000.96000000,19436000.96000000,19436000.96000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,25312000.00000000,8606080.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,6,0.00000000,0.00000000,6814.16792708,20260820,480,0,0,0,正常,0,20260917
